Invoice_ID,Client_ID,Invoice_Date,Filing_Date,Amount,VAT_Rate,VAT_Amount,Category,Region,Filing_Status,Compliance_Flag,Risk_Score,Annual_Turnover,Amount_to_Turnover_Ratio,VAT_to_Amount_Ratio,Refund_Eligible,Refund_Amount,Is_Anomaly,Data_Source
INV-2025-13901,CLI-8571,2024-10-21,2024-10-30,115044.88,12%,13805.39,Hospitality,South,Late,Compliant,52,108992482.79,0.001056,0.12,Yes,9066.39,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13529,CLI-3758,2024-10-21,2024-11-21,146713.23,12%,17605.59,IT Services,West,Late,Under Review,73,18751486.03,0.007824,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18353,CLI-2460,2024-10-21,2024-11-05,221123.08,5%,11056.15,Pharmaceuticals,West,On Time,Compliant,19,133206199.1,0.00166,0.05,Yes,9843.57,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15001,CLI-4781,2024-10-21,2024-11-01,61038.22,5%,3051.91,Education,South,Late,Compliant,37,51432515.68,0.001187,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21922,CLI-4421,2024-10-21,2024-11-17,128864.0,28%,36081.92,Manufacturing,South,On Time,Non-Compliant,62,68017160.52,0.001895,0.28,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15478,CLI-1541,2024-10-21,2024-11-09,64234.34,5%,3211.72,FMCG,West,Late,Compliant,58,34430413.84,0.001866,0.05,Yes,2395.91,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17217,CLI-2251,2024-10-21,2024-11-18,232023.91,12%,27842.87,Real Estate,South,On Time,Compliant,42,133171046.06,0.001742,0.12,Yes,19611.04,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08104,CLI-5295,2024-10-21,2024-10-28,31275.16,18%,5629.53,Manufacturing,North,On Time,Compliant,17,30999703.48,0.001009,0.18,Yes,3553.16,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15456,CLI-4614,2024-10-21,2024-11-16,69713.66,18%,12548.46,Retail,East,On Time,Compliant,21,59927968.8,0.001163,0.18,Yes,11276.85,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01278,CLI-7763,2024-10-21,2024-11-11,173021.05,5%,8651.05,IT Services,West,On Time,Compliant,24,124408123.38,0.001391,0.05,Yes,6021.24,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24576,CLI-9210,2024-10-21,2024-11-09,210000.28,12%,25200.03,Pharmaceuticals,North,On Time,Compliant,39,71610792.16,0.002933,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08089,CLI-6848,2024-10-21,2024-12-02,191828.06,18%,34529.05,IT Services,South,On Time,Under Review,30,101434164.69,0.001891,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10803,CLI-9106,2024-10-21,2024-11-03,39370.17,5%,1968.51,Education,North,On Time,Compliant,21,24560368.92,0.001603,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23194,CLI-9747,2024-10-21,2024-10-22,164506.34,5%,8225.32,Pharmaceuticals,South,On Time,Compliant,28,132945296.23,0.001237,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19617,CLI-2017,2024-10-21,2024-11-06,66512.2,12%,7981.46,FMCG,North,On Time,Under Review,31,5110245.92,0.013015,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02113,CLI-3364,2024-10-21,2024-11-17,73211.2,5%,3660.56,FMCG,West,On Time,Compliant,43,25254233.19,0.002899,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13184,CLI-7913,2024-10-21,2024-11-12,66386.65,12%,7966.4,Education,North,On Time,Compliant,43,25416882.02,0.002612,0.12,Yes,5260.12,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02162,CLI-2618,2024-10-21,2024-11-09,253681.47,5%,12684.07,Manufacturing,North,On Time,Compliant,20,58782751.72,0.004316,0.05,Yes,11209.99,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23128,CLI-3660,2024-10-21,2024-12-01,51732.39,5%,2586.62,FMCG,North,On Time,Compliant,31,23755853.21,0.002178,0.05,Yes,1625.03,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19580,CLI-9083,2024-10-21,2024-11-23,63185.16,5%,3159.26,Retail,South,On Time,Compliant,29,6844927.3,0.009231,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02856,CLI-3558,2024-10-21,2024-10-23,202530.44,12%,24303.65,Pharmaceuticals,West,On Time,Compliant,17,55527795.12,0.003647,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15308,CLI-8303,2024-10-21,2024-11-13,142609.11,18%,25669.64,Retail,South,On Time,Compliant,38,81203387.81,0.001756,0.18,Yes,20462.93,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13689,CLI-6244,2024-10-22,2024-11-02,46767.01,12%,5612.04,Healthcare,South,On Time,Compliant,36,41231924.08,0.001134,0.12,Yes,4173.13,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13117,CLI-4872,2024-10-22,2024-12-05,240578.81,12%,28869.46,IT Services,East,On Time,Compliant,25,83802494.69,0.002871,0.12,Yes,22794.08,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11611,CLI-1832,2024-10-22,2024-11-26,139265.26,5%,6963.26,Retail,West,Late,Non-Compliant,66,106394423.52,0.001309,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07009,CLI-8295,2024-10-22,2024-11-05,98275.88,12%,11793.11,Healthcare,West,On Time,Compliant,22,79197728.91,0.001241,0.12,Yes,10414.68,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13937,CLI-5673,2024-10-22,2024-11-17,243707.2,18%,43867.3,Manufacturing,West,On Time,Compliant,33,100040717.58,0.002436,0.18,Yes,35291.47,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06893,CLI-4806,2024-10-22,2024-11-25,120359.92,12%,14443.19,Healthcare,North,On Time,Compliant,40,81170071.73,0.001483,0.12,Yes,11490.61,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05962,CLI-9171,2024-10-22,2024-11-09,203604.01,18%,36648.72,Manufacturing,South,On Time,Compliant,40,151000815.86,0.001348,0.18,Yes,22472.74,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13578,CLI-2722,2024-10-22,2024-10-31,127732.29,18%,22991.81,Retail,South,On Time,Under Review,58,101294283.3,0.001261,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00067,CLI-5349,2024-10-22,2024-10-25,208134.7,12%,24976.16,Hospitality,North,On Time,Compliant,23,27689182.5,0.007517,0.12,Yes,22197.82,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21898,CLI-7263,2024-10-22,2024-11-29,125546.89,28%,35153.13,Manufacturing,West,Late,Compliant,43,82361932.95,0.001524,0.28,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00111,CLI-5232,2024-10-22,2024-11-13,60325.09,18%,10858.52,FMCG,South,On Time,Compliant,25,30429204.43,0.001982,0.18,Yes,7206.1,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11749,CLI-5883,2024-10-22,2024-12-03,98943.03,5%,4947.15,Hospitality,West,On Time,Under Review,34,77435582.85,0.001278,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13167,CLI-4260,2024-10-22,2024-10-24,78849.05,12%,9461.89,Hospitality,South,On Time,Compliant,28,31884810.1,0.002473,0.12,Yes,7956.91,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15591,CLI-6491,2024-10-22,2024-11-23,91614.86,18%,16490.67,Retail,North,On Time,Compliant,44,6282921.56,0.014582,0.18,Yes,10742.1,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16137,CLI-6912,2024-10-22,2024-12-03,79664.88,5%,3983.24,Manufacturing,North,Late,Compliant,39,28433370.57,0.002802,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15508,CLI-3903,2024-10-22,2024-11-24,99513.08,5%,4975.65,FMCG,North,On Time,Compliant,29,47110032.94,0.002112,0.05,Yes,3882.62,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15658,CLI-1030,2024-10-22,2024-12-06,126761.66,18%,22817.1,Manufacturing,East,On Time,Compliant,44,11463947.77,0.011057,0.18,Yes,15823.04,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06249,CLI-6072,2024-10-22,2024-12-04,39286.57,12%,4714.39,Retail,South,Very Late,Non-Compliant,100,2991665.65,0.013132,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15715,CLI-4688,2024-10-22,2024-11-02,189878.57,12%,22785.43,IT Services,East,On Time,Non-Compliant,40,94253652.23,0.002015,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15290,CLI-4312,2024-10-22,2024-11-01,107762.68,12%,12931.52,IT Services,East,On Time,Under Review,59,102224461.66,0.001054,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10935,CLI-9434,2024-10-22,2024-11-07,129019.09,18%,23223.44,Retail,South,On Time,Compliant,37,111537890.71,0.001157,0.18,Yes,17271.84,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23930,CLI-8795,2024-10-22,2024-12-06,120310.66,12%,14437.28,Manufacturing,North,On Time,Compliant,21,94925840.67,0.001267,0.12,Yes,11711.78,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05009,CLI-5904,2024-10-22,2024-11-01,62658.26,18%,11278.49,Manufacturing,North,On Time,Compliant,38,7384609.95,0.008485,0.18,Yes,8424.36,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12876,CLI-6309,2024-10-22,2024-12-03,127003.21,5%,6350.16,IT Services,East,On Time,Compliant,27,106138593.66,0.001197,0.05,Yes,5388.47,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11988,CLI-4621,2024-10-22,2024-11-03,93019.45,5%,4650.97,Education,South,On Time,Compliant,43,31541892.42,0.002949,0.05,Yes,3295.7,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21544,CLI-7248,2024-10-22,2024-11-06,152413.17,28%,42675.69,Manufacturing,South,Late,Compliant,56,48605458.47,0.003136,0.28,Yes,29042.82,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10589,CLI-3916,2024-10-22,2024-11-27,89622.49,5%,4481.12,Healthcare,South,On Time,Compliant,17,32954741.89,0.00272,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12152,CLI-6057,2024-10-22,2024-11-02,148075.71,18%,26653.63,IT Services,South,On Time,Compliant,33,17712356.18,0.00836,0.18,Yes,19763.73,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10563,CLI-3394,2024-10-22,2024-11-05,176005.09,12%,21120.61,FMCG,West,Late,Compliant,48,149068905.15,0.001181,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22573,CLI-3886,2024-10-22,2024-12-02,152572.81,12%,18308.74,Manufacturing,West,On Time,Compliant,22,4184437.52,0.036462,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24330,CLI-1382,2024-10-22,2024-11-08,210753.78,12%,25290.45,Manufacturing,West,On Time,Non-Compliant,63,172048698.5,0.001225,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15905,CLI-7974,2024-10-22,2024-10-24,60888.32,12%,7306.6,Others,East,On Time,Compliant,38,43924090.91,0.001386,0.12,Yes,5762.59,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00094,CLI-3704,2024-10-22,2024-11-21,119131.67,12%,14295.8,Others,South,On Time,Compliant,36,47781337.25,0.002493,0.12,Yes,10311.49,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12948,CLI-7621,2024-10-22,2024-11-19,76349.88,18%,13742.98,Hospitality,North,On Time,Compliant,43,59663498.1,0.00128,0.18,Yes,11930.78,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22119,CLI-7183,2024-10-22,2024-11-12,74809.59,18%,13465.73,IT Services,East,Late,Compliant,37,29601267.55,0.002527,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15948,CLI-1627,2024-10-22,2024-11-26,81917.21,5%,4095.86,Hospitality,North,On Time,Compliant,44,17561084.71,0.004665,0.05,Yes,2822.31,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05164,CLI-9556,2024-10-22,2024-11-03,51576.7,5%,2578.84,Healthcare,East,On Time,Compliant,42,9383988.64,0.005496,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23738,CLI-3768,2024-10-22,2024-11-12,62919.3,18%,11325.47,Hospitality,North,On Time,Compliant,32,31488265.31,0.001998,0.18,Yes,9319.57,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12970,CLI-7640,2024-10-22,2024-11-14,27263.87,18%,4907.5,Retail,East,On Time,Compliant,22,20585290.39,0.001324,0.18,Yes,3351.96,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22753,CLI-6060,2024-10-22,2024-11-11,48832.66,12%,5859.92,Pharmaceuticals,South,On Time,Compliant,17,10298550.83,0.004742,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02203,CLI-2136,2024-10-22,2024-11-03,32475.41,5%,1623.77,Retail,East,On Time,Compliant,33,26111444.53,0.001244,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11398,CLI-2196,2024-10-22,2024-10-31,67490.69,18%,12148.32,IT Services,East,On Time,Compliant,19,55136978.5,0.001224,0.18,Yes,10846.39,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13089,CLI-4808,2024-10-22,2024-11-25,77409.16,12%,9289.1,Healthcare,North,On Time,Compliant,30,55527002.91,0.001394,0.12,Yes,5630.96,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11410,CLI-9404,2024-10-22,2024-12-03,108953.6,5%,5447.68,Education,South,On Time,Compliant,16,78430255.82,0.001389,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21966,CLI-3245,2024-10-22,2024-11-18,106415.83,5%,5320.79,Education,West,On Time,Non-Compliant,60,35350105.12,0.00301,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14408,CLI-1968,2024-10-22,2024-10-27,133592.85,5%,6679.64,Manufacturing,South,On Time,Under Review,60,31563536.01,0.004233,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12261,CLI-6881,2024-10-22,2024-11-22,54280.81,18%,9770.55,FMCG,South,On Time,Compliant,31,6301040.14,0.008615,0.18,Yes,6443.39,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20968,CLI-8852,2024-10-22,2024-11-05,89119.31,5%,4455.97,IT Services,South,On Time,Compliant,20,33999542.35,0.002621,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02958,CLI-2512,2024-10-22,2024-11-15,93621.86,12%,11234.62,Education,East,On Time,Compliant,20,11382842.89,0.008225,0.12,Yes,10055.53,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24907,CLI-8153,2024-10-22,2024-11-21,122111.57,12%,14653.39,FMCG,West,On Time,Compliant,44,103349470.6,0.001182,0.12,Yes,10286.84,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09000,CLI-4893,2024-10-22,2024-11-04,50052.82,5%,2502.64,Retail,West,On Time,Compliant,44,35897497.75,0.001394,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23107,CLI-2605,2024-10-22,2024-12-06,106894.48,5%,5344.72,Pharmaceuticals,West,On Time,Compliant,22,71176506.55,0.001502,0.05,Yes,4701.4,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16894,CLI-8772,2024-10-22,2024-12-03,81386.47,12%,9766.38,IT Services,East,On Time,Under Review,36,47618116.13,0.001709,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04079,CLI-4411,2024-10-22,2024-11-22,150987.89,5%,7549.39,Pharmaceuticals,South,Late,Under Review,65,39248737.76,0.003847,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20511,CLI-7841,2024-10-22,2024-11-21,103302.76,12%,12396.33,Pharmaceuticals,South,On Time,Non-Compliant,69,80000593.33,0.001291,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19390,CLI-3186,2024-10-22,2024-11-07,62003.01,12%,7440.36,Retail,North,On Time,Compliant,38,40439977.26,0.001533,0.12,Yes,4642.38,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22897,CLI-6490,2024-10-22,2024-12-03,47244.19,12%,5669.3,Retail,South,Late,Non-Compliant,85,6389150.33,0.007394,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20538,CLI-6971,2024-10-22,2024-10-25,63203.7,5%,3160.18,Pharmaceuticals,West,On Time,Compliant,38,55295960.65,0.001143,0.05,Yes,2380.77,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07736,CLI-3198,2024-10-22,2024-11-18,118002.98,12%,14160.36,Manufacturing,West,Late,Compliant,41,101759877.41,0.00116,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09509,CLI-9067,2024-10-22,2024-11-08,396546.5,5%,19827.33,Real Estate,South,On Time,Compliant,42,285564949.81,0.001389,0.05,Yes,14965.24,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23675,CLI-9155,2024-10-22,2024-12-04,40290.2,18%,7252.24,Retail,East,On Time,Compliant,41,35053765.83,0.001149,0.18,Yes,5073.51,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01968,CLI-9586,2024-10-22,2024-11-04,86909.79,5%,4345.49,IT Services,South,On Time,Compliant,20,15708548.83,0.005533,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17758,CLI-6519,2024-10-22,2024-10-27,110779.41,18%,19940.29,IT Services,East,Late,Under Review,69,109498489.28,0.001012,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17657,CLI-2584,2024-10-22,2024-10-23,88078.82,5%,4403.94,Healthcare,South,On Time,Compliant,29,52378800.69,0.001682,0.05,Yes,2751.9,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09996,CLI-8717,2024-10-22,2024-11-22,54767.77,5%,2738.39,Healthcare,South,On Time,Compliant,44,50723699.07,0.00108,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19648,CLI-9039,2024-10-22,2024-11-15,85932.21,18%,15467.8,FMCG,North,On Time,Compliant,15,53054522.96,0.00162,0.18,Yes,11031.53,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17597,CLI-6354,2024-10-22,2024-12-05,246997.7,5%,12349.89,Education,East,On Time,Compliant,30,162765257.9,0.001518,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19915,CLI-2626,2024-10-22,2024-10-25,99765.76,18%,17957.84,Retail,West,Late,Compliant,42,10876787.5,0.009172,0.18,Yes,13933.58,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20193,CLI-7088,2024-10-22,2024-11-06,75859.44,12%,9103.13,Manufacturing,West,On Time,Compliant,43,30132542.45,0.002518,0.12,Yes,7719.89,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08521,CLI-1581,2024-10-23,2024-11-01,162891.49,12%,19546.98,Healthcare,West,On Time,Compliant,42,106135754.24,0.001535,0.12,Yes,13023.92,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06407,CLI-5138,2024-10-23,2024-11-27,55153.41,5%,2757.67,Hospitality,East,On Time,Compliant,28,46534193.08,0.001185,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05589,CLI-5759,2024-10-23,2024-10-26,98496.48,18%,17729.37,IT Services,West,On Time,Compliant,19,51239109.87,0.001922,0.18,Yes,12170.01,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13728,CLI-6913,2024-10-23,2024-11-17,120675.29,5%,6033.76,Pharmaceuticals,West,On Time,Compliant,28,110663618.85,0.00109,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10632,CLI-1124,2024-10-23,2024-11-04,117260.01,5%,5863.0,Pharmaceuticals,South,On Time,Compliant,44,105714770.73,0.001109,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05626,CLI-3727,2024-10-23,2024-11-24,320311.31,5%,16015.57,Pharmaceuticals,West,Late,Compliant,55,87286125.26,0.00367,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11578,CLI-5071,2024-10-23,2024-11-06,66673.38,18%,12001.21,Hospitality,North,On Time,Compliant,35,11004065.78,0.006059,0.18,Yes,9063.24,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24662,CLI-9318,2024-10-23,2024-11-11,84691.07,5%,4234.55,Pharmaceuticals,North,On Time,Non-Compliant,56,26907441.41,0.003147,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21145,CLI-9622,2024-10-23,2024-10-26,148607.87,28%,41610.2,IT Services,West,On Time,Compliant,25,26428004.58,0.005623,0.28,Yes,30608.85,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05004,CLI-7494,2024-10-23,2024-11-07,102462.47,12%,12295.5,Pharmaceuticals,North,On Time,Compliant,18,88853345.97,0.001153,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23842,CLI-2953,2024-10-23,2024-11-05,118283.37,5%,5914.17,Healthcare,West,Late,Compliant,49,102179248.73,0.001158,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18836,CLI-5384,2024-10-23,2024-11-01,155141.93,12%,18617.03,Pharmaceuticals,South,On Time,Compliant,37,72822451.26,0.00213,0.12,Yes,13941.92,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16973,CLI-5964,2024-10-23,2024-11-05,85681.87,12%,10281.82,IT Services,East,On Time,Compliant,18,45777972.62,0.001872,0.12,Yes,6400.92,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03624,CLI-1227,2024-10-23,2024-10-30,209445.91,28%,58644.85,Real Estate,East,On Time,Compliant,38,188610020.05,0.00111,0.28,Yes,52095.65,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16901,CLI-1056,2024-10-23,2024-10-27,183381.06,5%,9169.05,IT Services,West,On Time,Compliant,41,35005119.71,0.005239,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01675,CLI-3073,2024-10-23,2024-11-10,93460.06,12%,11215.21,FMCG,South,On Time,Compliant,22,31868846.19,0.002933,0.12,Yes,9056.06,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04317,CLI-5766,2024-10-23,2024-10-31,31911.94,5%,1595.6,Education,East,On Time,Compliant,44,29543822.75,0.00108,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03375,CLI-9866,2024-10-23,2024-11-11,75387.97,12%,9046.56,Pharmaceuticals,East,On Time,Compliant,24,20614644.43,0.003657,0.12,Yes,6483.12,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24131,CLI-6494,2024-10-23,2024-11-21,43355.55,18%,7804.0,Retail,West,On Time,Compliant,35,15252691.57,0.002842,0.18,Yes,4919.3,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03952,CLI-9988,2024-10-23,2024-11-17,159274.24,12%,19112.91,Pharmaceuticals,East,On Time,Non-Compliant,51,118196154.27,0.001348,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14444,CLI-8295,2024-10-23,2024-11-04,103802.34,5%,5190.12,Hospitality,North,On Time,Compliant,17,20216055.72,0.005135,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04880,CLI-6033,2024-10-23,2024-12-02,400201.17,5%,20010.06,Pharmaceuticals,East,On Time,Compliant,24,235581558.87,0.001699,0.05,Yes,12950.84,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05275,CLI-7658,2024-10-23,2024-12-06,389236.45,5%,19461.82,Manufacturing,West,On Time,Compliant,34,305657498.72,0.001273,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20922,CLI-8623,2024-10-23,2024-11-27,127956.0,18%,23032.08,IT Services,East,On Time,Compliant,30,25494245.59,0.005019,0.18,Yes,17589.66,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01728,CLI-8056,2024-10-23,2024-11-16,160799.14,28%,45023.76,IT Services,South,On Time,Non-Compliant,63,41724233.02,0.003854,0.28,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11314,CLI-4094,2024-10-23,2024-11-04,119230.0,12%,14307.6,Retail,West,Late,Non-Compliant,67,33789573.36,0.003529,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11178,CLI-8196,2024-10-23,2024-11-03,49977.49,5%,2498.87,Retail,West,On Time,Compliant,27,38251066.07,0.001307,0.05,Yes,2136.23,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15575,CLI-4786,2024-10-23,2024-11-23,87623.51,5%,4381.18,Pharmaceuticals,West,On Time,Under Review,40,69935512.05,0.001253,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10115,CLI-4999,2024-10-23,2024-12-06,458988.13,28%,128516.68,IT Services,West,Late,Non-Compliant,84,189114652.13,0.002427,0.28,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18260,CLI-1695,2024-10-23,2024-11-18,215240.65,5%,10762.03,Hospitality,West,On Time,Compliant,21,87157376.98,0.00247,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02196,CLI-6436,2024-10-23,2024-10-29,121287.22,12%,14554.47,Healthcare,West,Late,Compliant,50,79615220.32,0.001523,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20869,CLI-5309,2024-10-23,2024-11-30,151130.08,12%,18135.61,Pharmaceuticals,East,On Time,Compliant,19,97714294.22,0.001547,0.12,Yes,13521.75,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00485,CLI-5456,2024-10-23,2024-11-26,41176.56,5%,2058.83,Retail,West,Very Late,Compliant,68,14342240.79,0.002871,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17160,CLI-6935,2024-10-23,2024-10-25,73548.7,12%,8825.84,Education,South,On Time,Compliant,27,17342455.73,0.004241,0.12,Yes,6143.84,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06584,CLI-7819,2024-10-23,2024-12-01,70182.41,5%,3509.12,Education,East,On Time,Compliant,23,8103887.97,0.00866,0.05,Yes,2965.55,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00944,CLI-7271,2024-10-23,2024-11-18,59459.2,18%,10702.66,Retail,East,On Time,Compliant,37,14896690.77,0.003991,0.18,Yes,8429.03,No,Enhanced_Synthetic_with_Real_Patterns
